image_name,number_vector,median,max
NEKOb2013_001039,"[2, 2, 1, 1, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 1, 1]",2,2
NEKOb2013_001040,"[2, 3, 2, 3, 2, 1, 3, 2, 2, 2, 1, 2, 3, 3, 3, 3, 2, 3, 1, 2, 2, 3, 3, 3, 3, 3, 4, 3, 2, 3, 1, 3, 2, 1, 3, 2, 2, 1, 2, 3, 2, 3]",2,4
NEKOb2013_001041,"[0, 5, 0, 1, 0, 1, 0]",0,5
NEKOb2013_001042,"[1, 0, 0, 0, 0, 1, 1]",0,1
NEKOb2013_001043,"[2, 2, 0, 0, 0, 0, 0]",0,2
NEKOb2013_001044,"[0, 0, 1, 0, 0, 0]",0,1
NEKOb2013_001045,"[0, 0, 0, 0]",0,0
NEKOb2013_001046,"[0, 0, 0, 0]",0,0
NEKOb2013_001047,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001048,"[0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001049,"[5, 6, 5, 5, 5, 5, 5, 5]",5,6
NEKOb2013_001050,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001051,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001052,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001053,"[0, 0, 0, 0]",0,0
NEKOb2013_001054,"[2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2]",2,2
NEKOb2013_001055,"[5, 5, 5, 5, 5, 5, 5, 5, 3]",5,5
NEKOb2013_001056,"[0, 10, 0, 10]",5,10
NEKOb2013_001057,"[6, 8, 8, 8, 2, 6, 7, 7]",7,8
NEKOb2013_001058,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001059,"[0, 0, 0, 0, 0, 4, 0, 5, 4, 0, 0, 0]",0,5
NEKOb2013_001060,"[0, 0, 0, 0]",0,0
NEKOb2013_001061,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001062,"[2, 1, 1, 1, 1, 1, 1]",1,2
NEKOb2013_001063,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001064,"[0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001065,"[0, 0, 0, 0]",0,0
NEKOb2013_001066,"[0, 0, 0]",0,0
NEKOb2013_001067,"[1, 0, 0]",0,1
NEKOb2013_001068,"[0, 0, 0, 0]",0,0
NEKOb2013_001069,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001070,"[0, 0, 0]",0,0
NEKOb2013_001071,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001072,"[0, 0, 0]",0,0
NEKOb2013_001073,"[3, 3, 3, 3, 2, 3, 3, 3, 3, 3]",3,3
NEKOb2013_001074,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,4
NEKOb2013_001075,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001076,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001077,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001078,"[6, 0, 0, 0, 0, 0, 0, 2]",0,6
NEKOb2013_001079,"[2, 2, 9, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5]",2,9
NEKOb2013_001080,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 0]",2,3
NEKOb2013_001081,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1]",1,1
NEKOb2013_001082,"[3, 2, 1, 5, 0, 1, 1, 3, 2]",2,5
NEKOb2013_001083,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1]",1,1
NEKOb2013_001084,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0,1
NEKOb2013_001085,"[0, 0, 0]",0,0
NEKOb2013_001086,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001087,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001088,"[0, 0, 0, 0]",0,0
NEKOb2013_001089,"[0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001090,"[0, 0, 0, 0]",0,0
NEKOb2013_001091,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001092,"[0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001093,"[0, 0, 0, 0]",0,0
NEKOb2013_001094,"[0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001095,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001096,"[7, 5, 2, 6, 0, 6, 5, 6, 7]",6,7
NEKOb2013_001097,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2,2
NEKOb2013_001098,"[2, 2, 2, 2, 2, 2, 2]",2,2
NEKOb2013_001099,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001100,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001101,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001102,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]",1,2
NEKOb2013_001103,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001104,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001105,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001106,"[5, 3, 2]",3,5
NEKOb2013_001107,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001108,"[0, 0, 0, 0]",0,0
NEKOb2013_001109,"[0, 0, 0]",0,0
NEKOb2013_001110,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001111,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001112,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001113,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001114,"[0, 0, 0]",0,0
NEKOb2013_001115,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001116,"[0, 0, 0]",0,0
NEKOb2013_001117,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001118,"[0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001119,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001120,"[0, 0, 0, 7, 0, 4, 0, 0, 0, 4]",0,7
NEKOb2013_001121,[41],41,41
NEKOb2013_001122,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001124,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001125,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001126,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001127,"[3, 2, 0, 0, 0, 0, 2, 0, 0, 0, 3, 3, 0]",0,3
NEKOb2013_001128,"[2, 2, 2, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2, 1, 2, 1, 2, 2, 1, 2, 2, 2, 0, 2, 1, 2, 1, 2, 2, 1, 2, 1, 2, 1, 2, 1, 1, 3, 2, 2, 1, 1, 2, 1, 1]",2,3
NEKOb2013_001129,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001130,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001131,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001132,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001133,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001134,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001135,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001136,"[0, 0]",0,0
NEKOb2013_001137,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001138,"[0, 0, 0]",0,0
NEKOb2013_001139,"[0, 0, 0, 0]",0,0
NEKOb2013_001140,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001141,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001142,"[0, 0, 0, 0]",0,0
NEKOb2013_001143,"[0, 0, 0, 0]",0,0
NEKOb2013_001144,"[0, 0, 0]",0,0
NEKOb2013_001145,"[1, 1, 13, 1, 1, 1, 23, 1, 1, 3]",1,23
NEKOb2013_001146,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001147,"[1, 2, 2, 2, 2, 0, 2, 2, 1, 2]",2,2
NEKOb2013_001148,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001149,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001150,"[0, 0, 0, 0]",0,0
NEKOb2013_001151,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001152,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001153,"[6, 8, 7, 6, 6, 6, 7, 15, 6]",6,15
NEKOb2013_001154,"[1, 0, 8, 9, 10, 9, 4, 8, 10, 1, 8, 0]",8,10
NEKOb2013_001155,"[4, 2, 6, 2, 2, 4, 5, 2, 4, 5]",4,6
NEKOb2013_001156,"[1, 1, 1, 1, 1, 0, 1, 1, 1]",1,1
NEKOb2013_001157,"[0, 1, 1, 1, 1, 1]",1,1
NEKOb2013_001158,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001159,"[1, 1, 0, 1, 0, 1, 0, 1, 1, 1]",1,1
NEKOb2013_001160,"[0, 0, 0, 0]",0,0
NEKOb2013_001161,"[0, 0, 0]",0,0
NEKOb2013_001162,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001163,"[0, 0, 0, 0]",0,0
NEKOb2013_001164,"[0, 0, 0, 0]",0,0
NEKOb2013_001165,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001166,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001167,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001168,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001169,[29],29,29
NEKOb2013_001170,"[3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",3,4
NEKOb2013_001171,"[0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001172,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2,2
NEKOb2013_001173,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001174,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001175,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]",1,1
NEKOb2013_001176,"[0, 0, 0, 2, 0, 1, 0, 1]",0,2
NEKOb2013_001177,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001178,"[3, 1, 3, 3, 1, 3, 4, 3, 3]",3,4
NEKOb2013_001179,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001180,"[1, 0, 0, 1, 1]",1,1
NEKOb2013_001181,"[1, 0, 0, 1, 0]",0,1
NEKOb2013_001182,[0],0,0
NEKOb2013_001183,"[0, 0, 1, 0, 0, 0]",0,1
NEKOb2013_001184,[0],0,0
NEKOb2013_001185,"[0, 0, 0]",0,0
NEKOb2013_001186,"[1, 1, 1, 1, 0, 0, 1, 1]",1,1
NEKOb2013_001187,"[1, 0, 1, 1, 1, 1, 1, 1, 1]",1,1
NEKOb2013_001188,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1
NEKOb2013_001189,"[1, 0, 1, 1, 1, 0]",1,1
NEKOb2013_001190,"[1, 1, 1, 1, 1, 1, 1]",1,1
NEKOb2013_001191,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001192,"[0, 0, 0, 0]",0,0
NEKOb2013_001193,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001194,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001195,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001196,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",3,3
NEKOb2013_001197,"[0, 0, 0, 0, 0, 2, 0, 0]",0,2
NEKOb2013_001198,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1
NEKOb2013_001199,"[3, 0, 1, 1, 3, 1, 1, 1, 0]",1,3
NEKOb2013_001200,"[4, 3, 3, 3, 2, 3, 3, 3, 3, 4, 2, 2, 3, 2, 4, 2]",3,4
NEKOb2013_001201,"[12, 12, 10, 10]",11,12
NEKOb2013_001202,"[3, 0, 0, 1, 9, 1, 0, 1]",1,9
NEKOb2013_001203,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001204,"[0, 0, 0, 0]",0,0
NEKOb2013_001205,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001206,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001207,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001208,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001209,"[0, 0, 0, 0]",0,0
NEKOb2013_001210,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001211,"[0, 0]",0,0
NEKOb2013_001212,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001213,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001214,"[0, 0, 0]",0,0
NEKOb2013_001215,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001216,"[0, 0, 0]",0,0
NEKOb2013_001217,"[1, 2, 2, 2, 1, 3, 1, 13]",2,13
NEKOb2013_001218,"[2, 2, 2, 1, 1, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1]",2,2
NEKOb2013_001219,"[0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001220,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001221,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001222,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001223,"[0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001224,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001225,"[0, 3, 2, 0, 2, 0, 0, 2]",1,3
NEKOb2013_001226,"[1, 1, 1, 1, 1, 4, 1, 1]",1,4
NEKOb2013_001227,"[0, 1, 1, 1, 1, 1, 0, 0]",1,1
NEKOb2013_001228,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001229,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001230,"[0, 0, 0, 0]",0,0
NEKOb2013_001231,"[0, 0, 0]",0,0
NEKOb2013_001232,"[0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001233,"[0, 0]",0,0
NEKOb2013_001234,"[0, 0, 0, 0]",0,0
NEKOb2013_001235,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001236,"[0, 0, 0, 0]",0,0
NEKOb2013_001237,"[0, 0, 0, 0]",0,0
NEKOb2013_001238,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001239,"[0, 0, 0, 0]",0,0
NEKOb2013_001240,"[0, 0, 0, 0]",0,0
NEKOb2013_001241,"[0, 0, 0, 0]",0,0
NEKOb2013_001242,"[2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2,2
NEKOb2013_001243,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2,2
NEKOb2013_001244,"[0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001245,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001246,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001247,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001248,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001249,"[2, 4, 5, 4, 1, 5]",4,5
NEKOb2013_001250,"[13, 3, 0, 8, 3, 7]",5,13
NEKOb2013_001251,"[0, 0]",0,0
NEKOb2013_001252,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001253,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001254,"[0, 0]",0,0
NEKOb2013_001255,"[0, 0, 0, 0]",0,0
NEKOb2013_001256,"[0, 0]",0,0
NEKOb2013_001257,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001258,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001259,"[0, 0, 0, 0]",0,0
NEKOb2013_001260,"[0, 0, 0, 0]",0,0
NEKOb2013_001261,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001262,"[0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001263,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001264,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001265,"[0, 2, 2, 2, 2, 2, 2, 2, 1, 2]",2,2
NEKOb2013_001266,"[0, 3, 3, 0, 2, 5, 3, 0]",2,5
NEKOb2013_001267,"[2, 2, 0, 2, 2, 2, 4, 2, 2, 2]",2,4
NEKOb2013_001268,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001269,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001270,"[1, 1, 1, 1, 1]",1,1
NEKOb2013_001271,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001272,"[0, 0, 0]",0,0
NEKOb2013_001273,"[2, 1, 1, 1, 1, 1, 1, 1, 2]",1,2
NEKOb2013_001274,"[1, 2, 1, 0, 0, 0, 0, 0]",0,2
NEKOb2013_001275,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001276,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1
NEKOb2013_001277,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001278,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001279,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001280,"[0, 0, 0, 0]",0,0
NEKOb2013_001281,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001282,"[0, 0, 0, 0]",0,0
NEKOb2013_001283,"[0, 0, 0, 0]",0,0
NEKOb2013_001284,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001285,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001286,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001287,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001288,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001289,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001290,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1
NEKOb2013_001291,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001292,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001293,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1
NEKOb2013_001294,"[0, 0, 0, 0]",0,0
NEKOb2013_001295,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001296,"[0, 0, 0, 0]",0,0
NEKOb2013_001297,"[3, 1, 1, 1, 1, 1, 1, 1, 0]",1,3
NEKOb2013_001298,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1
NEKOb2013_001299,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001300,"[0, 0, 0, 0]",0,0
NEKOb2013_001301,"[0, 0, 0]",0,0
NEKOb2013_001302,"[0, 0, 0, 0]",0,0
NEKOb2013_001303,"[0, 0, 0, 0]",0,0
NEKOb2013_001304,"[0, 0, 0]",0,0
NEKOb2013_001305,"[0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001306,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001307,"[0, 0, 0, 0]",0,0
NEKOb2013_001308,"[0, 3, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 1, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,3
NEKOb2013_001309,"[0, 0, 0]",0,0
NEKOb2013_001310,"[0, 0]",0,0
NEKOb2013_001311,"[0, 0, 0, 0]",0,0
NEKOb2013_001312,"[0, 0, 0, 0]",0,0
NEKOb2013_001313,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001314,"[0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001315,"[11, 13, 16, 15, 13, 0]",13,16
NEKOb2013_001316,"[0, 0, 0, 0]",0,0
NEKOb2013_001317,"[1, 2, 1, 2, 2, 2, 1, 1, 1, 1]",1,2
NEKOb2013_001318,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001319,"[0, 0, 0, 0]",0,0
NEKOb2013_001320,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001321,"[3, 6, 6, 3, 3, 3, 3, 3, 3, 3, 3, 3]",3,6
NEKOb2013_001322,"[2, 2, 2, 2, 0, 2, 2, 0, 2, 2]",2,2
NEKOb2013_001323,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001324,"[2, 1, 0, 2, 0]",1,2
NEKOb2013_001325,"[0, 0, 0, 0]",0,0
NEKOb2013_001326,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001327,"[0, 3, 3, 1]",2,3
NEKOb2013_001328,"[1, 0, 2, 1, 1, 2]",1,2
NEKOb2013_001329,"[3, 5, 2, 3, 1, 5, 1]",3,5
NEKOb2013_001330,"[2, 2, 2, 1, 2, 3, 2]",2,3
NEKOb2013_001331,"[1, 1, 1, 1, 1, 2, 1, 1, 0]",1,2
NEKOb2013_001332,"[1, 0, 2, 1, 1, 1, 1, 0, 1]",1,2
NEKOb2013_001333,"[0, 1, 0, 0, 1, 1]",0,1
NEKOb2013_001334,"[1, 1, 1, 1, 1, 1, 2, 1, 0]",1,2
NEKOb2013_001335,"[1, 1, 1, 1, 1, 1, 1]",1,1
NEKOb2013_001336,"[1, 1, 0, 1, 1, 1, 1, 1]",1,1
NEKOb2013_001337,"[0, 0, 0, 0]",0,0
NEKOb2013_001338,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",2,2
NEKOb2013_001339,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001340,"[0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001341,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001342,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001343,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001344,"[0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001345,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001346,"[4, 5, 4, 4, 4, 0, 4, 6, 0]",4,6
NEKOb2013_001347,"[0, 0, 0]",0,0
NEKOb2013_001348,"[0, 0, 0]",0,0
NEKOb2013_001349,"[0, 0, 0, 0]",0,0
NEKOb2013_001350,"[0, 0, 0, 0]",0,0
NEKOb2013_001351,"[0, 0, 0, 0]",0,0
NEKOb2013_001352,"[0, 0, 0, 0]",0,0
NEKOb2013_001353,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001354,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001355,"[0, 0, 0]",0,0
NEKOb2013_001356,"[0, 0, 0, 0]",0,0
NEKOb2013_001357,"[0, 0, 0]",0,0
NEKOb2013_001358,"[0, 0, 0, 0]",0,0
NEKOb2013_001359,"[0, 0, 0, 0]",0,0
NEKOb2013_001360,"[0, 0, 0]",0,0
NEKOb2013_001361,"[0, 0, 0, 0]",0,0
NEKOb2013_001362,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001363,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001364,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001365,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001366,"[0, 0, 0, 0]",0,0
NEKOb2013_001367,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001368,"[0, 0, 0, 0]",0,0
NEKOb2013_001369,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1
NEKOb2013_001370,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001371,"[0, 0, 0, 0]",0,0
NEKOb2013_001372,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001373,"[0, 0]",0,0
NEKOb2013_001374,"[0, 0, 0, 0]",0,0
NEKOb2013_001375,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001376,"[0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001377,"[0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001378,"[0, 0, 0, 0]",0,0
NEKOb2013_001379,"[0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001380,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001381,"[0, 0, 0]",0,0
NEKOb2013_001382,"[0, 0, 0, 0]",0,0
NEKOb2013_001383,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001384,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001385,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001386,"[0, 1, 1, 0, 2]",1,2
NEKOb2013_001387,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001388,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001389,"[0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001390,"[0, 0, 0, 0]",0,0
NEKOb2013_001391,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001392,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001393,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001394,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001395,"[0, 0, 0]",0,0
NEKOb2013_001396,"[0, 0, 0, 0]",0,0
NEKOb2013_001397,"[0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001398,"[0, 0, 0, 0]",0,0
NEKOb2013_001399,"[0, 0, 0, 0]",0,0
NEKOb2013_001400,"[0, 0, 0, 0]",0,0
NEKOb2013_001401,"[0, 0, 0]",0,0
NEKOb2013_001402,"[0, 0, 0]",0,0
NEKOb2013_001403,"[0, 0, 0, 0]",0,0
NEKOb2013_001404,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001405,"[0, 0, 0]",0,0
NEKOb2013_001406,"[0, 0, 0, 0]",0,0
NEKOb2013_001407,"[0, 0]",0,0
NEKOb2013_001408,"[0, 0, 0]",0,0
NEKOb2013_001409,"[0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_001410,"[1, 7, 7, 0, 5, 7, 5, 7, 5, 5, 7]",5,7
NEKOb2013_001411,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001412,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_001413,"[0, 0, 0, 0]",0,0
